,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
48424,2.0,2,31,3.0,4,0,0,72,0
48425,3.0,2,34,5.0,7,1,0,64,0
48426,2.0,1,27,2.0,4,0,0,88,0
48427,3.0,1,43,3.0,10,1,0,69,0
48428,2.0,1,31,4.0,2,0,0,70,0
48429,2.0,1,32,5.0,7,0,0,58,0
48430,2.0,1,29,5.0,7,1,0,48,0
48431,2.0,1,59,4.0,7,0,0,49,0
48432,2.0,4,35,5.0,5,1,0,79,0
48434,3.0,1,33,4.0,9,1,0,81,0
48435,2.0,1,33,4.0,9,0,0,47,0
48436,2.0,1,38,5.0,3,1,0,82,0
48437,2.0,1,34,2.0,8,0,0,82,0
48440,3.0,1,44,5.0,7,1,0,48,0
48441,3.0,1,33,4.0,4,1,0,58,0
48444,2.0,1,36,1.0,9,0,0,83,0
48445,3.0,1,35,3.0,4,1,0,65,0
48447,3.0,1,40,3.0,12,0,0,59,0
48448,3.0,1,59,3.0,7,0,0,57,0
48449,2.0,1,30,2.0,4,0,0,82,0
48450,3.0,1,37,1.0,5,0,0,48,0
48451,2.0,1,43,3.0,4,0,0,45,0
48452,1.0,1,20,3.0,2,0,0,81,0
48453,2.0,1,28,4.0,2,0,0,62,0
48454,3.0,2,37,5.0,3,1,0,65,0
48455,2.0,1,29,3.0,2,0,0,81,0
48456,3.0,1,28,4.0,6,1,0,84,0
48457,3.0,2,53,3.0,24,0,0,47,0
48458,2.0,2,30,3.0,5,1,0,86,0
48460,2.0,3,28,4.0,6,0,0,78,0
48461,3.0,1,49,1.0,5,1,0,46,0
48462,2.0,1,30,2.0,4,0,0,50,0
48463,3.0,1,51,3.0,12,0,1,73,1
48464,2.0,1,31,5.0,8,1,0,55,0
48465,3.0,2,33,1.0,7,0,0,50,0
48466,2.0,1,31,5.0,3,1,0,62,0
48468,2.0,2,26,5.0,2,1,0,81,0
48469,3.0,1,60,3.0,9,0,0,52,0
48470,2.0,1,31,5.0,5,1,0,69,0
48471,2.0,1,41,4.0,7,0,0,80,0
48472,2.0,1,36,4.0,7,0,0,62,0
48474,3.0,2,37,3.0,5,1,0,77,0
48475,3.0,2,47,3.0,5,0,0,73,0
48476,2.0,1,30,2.0,4,0,0,59,0
48477,2.0,1,33,5.0,6,1,0,68,0
48479,2.0,1,32,3.0,5,1,1,57,0
48480,3.0,2,32,5.0,3,0,0,58,0
48481,2.0,1,36,2.0,7,0,0,51,0
48482,3.0,1,37,3.0,7,0,0,55,0
48483,3.0,1,43,3.0,2,0,0,60,0
48484,2.0,1,56,5.0,16,1,0,98,1
48485,3.0,1,36,3.0,7,1,0,72,1
48486,2.0,1,29,3.0,7,0,0,74,0
48488,2.0,2,26,3.0,2,0,0,60,0
48489,3.0,1,46,4.0,9,1,0,80,0
48490,2.0,1,32,5.0,7,1,0,59,0
48491,2.0,1,28,3.0,1,1,0,89,0
48492,2.0,1,35,3.0,8,0,0,75,0
48493,3.0,2,40,3.0,6,0,0,58,0
48494,2.0,1,29,3.0,4,1,0,48,0
48495,2.0,1,35,4.0,7,1,0,63,0
48496,2.0,1,27,5.0,2,1,0,87,1
48497,2.0,1,49,5.0,7,1,0,58,0
48498,2.0,1,31,4.0,4,0,0,57,0
48500,2.0,1,26,4.0,3,1,0,58,0
48501,3.0,1,38,2.0,3,0,0,77,0
48502,2.0,1,43,3.0,12,1,0,48,0
48503,2.0,1,38,2.0,8,0,0,84,0
48504,2.0,1,34,3.0,9,0,0,60,0
48505,3.0,1,33,1.0,6,0,0,50,0
48506,2.0,1,28,4.0,3,1,0,80,0
48507,2.0,1,53,5.0,11,1,0,56,0
48508,3.0,1,38,4.0,3,0,0,48,0
48510,2.0,1,32,5.0,3,0,0,80,1
48511,2.0,1,30,3.0,4,1,0,50,0
48512,2.0,1,32,4.0,4,1,0,61,0
48513,3.0,1,60,2.0,4,0,0,78,0
48514,3.0,1,40,1.0,11,1,0,52,0
48515,3.0,3,34,2.0,8,0,0,80,0
48516,2.0,1,28,3.0,2,1,0,49,1
48518,2.0,1,31,5.0,6,0,0,51,0
48519,2.0,1,43,2.0,4,0,0,47,0
48520,3.0,1,34,4.0,3,0,0,85,0
48521,3.0,3,36,5.0,8,1,0,78,0
48522,2.0,1,46,3.0,5,1,0,62,0
48523,2.0,2,34,1.0,7,0,0,55,0
48524,3.0,1,33,1.0,9,0,0,78,0
48525,2.0,1,38,3.0,6,1,0,77,0
48526,2.0,1,25,5.0,2,1,0,59,0
48527,2.0,1,26,4.0,1,1,0,62,0
48528,2.0,1,39,4.0,4,0,0,44,0
48529,2.0,1,39,4.0,9,1,0,84,1
48530,2.0,1,36,3.0,8,1,0,68,0
48531,2.0,2,28,3.0,6,0,0,68,0
48532,2.0,1,36,3.0,2,0,0,89,1
48533,2.0,1,29,1.0,5,0,0,50,0
48534,2.0,2,30,5.0,5,0,0,49,0
48535,2.0,2,33,1.0,3,1,0,74,0
48536,2.0,1,25,2.0,2,0,0,66,0
48537,2.0,1,27,4.0,2,0,0,56,0
48538,3.0,2,46,1.0,12,0,0,71,0
48539,2.0,1,54,4.0,17,0,0,82,0
48540,3.0,1,42,4.0,11,1,0,47,0
48541,2.0,1,36,3.0,10,0,0,79,0
48542,2.0,1,27,4.0,2,1,0,83,0
48543,3.0,1,33,4.0,9,0,0,86,0
48545,3.0,1,38,5.0,10,0,0,50,0
48546,2.0,1,29,1.0,4,0,0,61,0
48547,2.0,1,28,4.0,1,1,0,77,0
48548,2.0,2,39,2.0,8,0,0,60,0
48549,2.0,1,46,4.0,14,0,0,50,0
48550,2.0,1,29,5.0,5,1,0,84,0
48551,2.0,1,31,5.0,5,0,0,51,0
48552,2.0,2,26,5.0,2,1,0,62,0
48554,1.0,1,23,3.0,2,0,0,74,0
48555,3.0,1,53,3.0,7,1,0,73,0
48556,3.0,1,41,3.0,5,1,0,81,1
48557,2.0,1,32,5.0,7,1,0,56,0
48558,3.0,1,51,1.0,18,0,0,47,0
48559,2.0,1,39,4.0,8,0,0,49,0
48560,2.0,1,33,3.0,5,0,0,83,0
48561,2.0,4,33,4.0,6,1,1,50,1
48562,2.0,1,29,3.0,4,0,0,60,0
48563,3.0,4,42,1.0,5,0,0,52,0
48564,2.0,1,40,4.0,7,0,0,52,0
48565,2.0,1,32,2.0,3,0,0,49,0
48566,3.0,1,38,5.0,9,1,0,58,0
48567,2.0,1,29,5.0,3,0,1,67,1
48568,2.0,1,33,3.0,5,0,0,57,0
48569,2.0,1,36,4.0,2,0,0,76,0
48570,2.0,3,39,4.0,5,1,0,50,0
48571,3.0,2,40,4.0,7,1,0,62,0
48572,2.0,1,27,1.0,5,0,0,83,0
48573,2.0,1,26,5.0,2,1,0,46,1
48574,2.0,2,29,5.0,6,0,0,47,0
48575,2.0,1,41,3.0,3,1,0,88,0
48576,2.0,1,38,1.0,7,0,0,41,0
48577,2.0,1,34,3.0,5,1,0,79,0
48578,2.0,1,39,3.0,13,0,0,70,0
48579,3.0,1,38,5.0,7,1,0,59,1
48580,3.0,1,31,4.0,9,1,0,59,0
48581,2.0,1,33,3.0,6,0,0,50,0
48582,2.0,1,38,4.0,11,0,0,84,0
48583,2.0,1,28,3.0,3,1,0,50,0
48584,2.0,2,41,1.0,12,0,0,50,0
48585,3.0,1,45,5.0,13,1,0,68,1
48586,2.0,1,35,5.0,8,1,0,59,1
48587,2.0,2,28,5.0,3,1,0,51,0
48588,3.0,1,49,5.0,17,1,0,50,0
48589,3.0,1,51,2.0,6,0,0,69,0
48590,2.0,1,33,3.0,4,0,0,62,0
48592,2.0,1,31,3.0,5,0,0,87,0
48593,3.0,1,33,3.0,6,1,0,59,0
48594,3.0,1,41,4.0,13,0,0,46,0
48596,2.0,1,25,5.0,4,1,0,55,0
48598,2.0,1,26,3.0,2,0,0,82,0
48599,2.0,1,36,4.0,4,0,0,58,0
48600,2.0,1,26,3.0,3,0,0,82,0
48601,2.0,1,37,3.0,11,0,0,52,0
48602,2.0,1,31,5.0,5,1,0,83,0
48603,2.0,1,38,3.0,5,0,0,51,0
48605,2.0,1,30,1.0,6,0,0,45,0
48606,3.0,1,45,3.0,11,0,1,72,1
48607,3.0,1,35,1.0,10,0,0,89,0
48608,2.0,1,27,1.0,3,0,0,69,0
48609,2.0,1,32,3.0,4,0,0,71,0
48610,3.0,4,49,3.0,7,0,0,53,0
48611,2.0,1,36,3.0,3,1,0,74,1
48612,3.0,1,44,3.0,4,0,0,71,0
48613,2.0,1,30,5.0,7,1,0,49,1
48614,2.0,1,36,5.0,8,1,0,88,0
48615,3.0,1,33,5.0,4,1,0,50,0
48616,2.0,1,28,1.0,3,0,0,48,0
48617,2.0,1,26,3.0,3,0,0,66,1
48618,2.0,1,41,3.0,3,0,0,49,0
48619,2.0,1,27,4.0,2,0,0,81,1
48620,2.0,1,33,5.0,6,1,0,81,0
48622,1.0,3,26,5.0,2,0,0,68,0
48624,2.0,1,34,5.0,5,1,0,60,0
48625,2.0,2,27,3.0,2,0,0,55,0
48627,2.0,2,27,3.0,1,0,0,82,0
48629,2.0,1,48,1.0,19,0,0,69,0
48630,2.0,1,36,5.0,8,1,0,81,1
48631,3.0,1,54,3.0,10,0,0,70,0
48632,2.0,1,38,5.0,5,0,0,72,0
48633,3.0,1,38,3.0,9,0,0,62,0
48634,2.0,1,29,3.0,7,1,0,51,0
48635,2.0,1,43,2.0,13,0,0,50,0
48636,2.0,1,30,1.0,2,1,0,56,0
48637,3.0,1,39,2.0,4,0,0,55,0
48638,2.0,1,41,5.0,6,1,0,57,0
48639,3.0,2,34,1.0,3,0,0,68,0
48641,3.0,1,40,2.0,12,0,0,77,0
48642,3.0,1,46,2.0,16,0,0,73,0
48643,2.0,1,43,5.0,15,0,0,82,0
48644,2.0,1,25,3.0,2,0,0,63,0
48645,2.0,1,32,3.0,9,0,1,83,1
48646,2.0,1,31,5.0,7,0,0,80,0
48647,2.0,1,31,3.0,3,0,0,51,0
48648,2.0,1,31,4.0,6,0,0,46,0
48649,2.0,1,32,1.0,6,0,0,50,0
48650,2.0,1,37,5.0,10,1,0,47,0
48651,2.0,1,37,1.0,8,0,0,49,0
48652,2.0,1,31,3.0,2,1,0,61,0
48654,1.0,1,24,3.0,2,0,0,54,0
48655,3.0,1,51,3.0,7,1,0,49,0
48656,2.0,1,28,5.0,2,1,0,78,0
48657,3.0,1,35,5.0,9,1,0,58,0
48658,2.0,1,32,4.0,6,1,0,73,0
48659,2.0,1,38,3.0,10,0,0,60,0
48660,2.0,1,49,2.0,12,0,0,47,0
48661,3.0,1,36,4.0,4,0,1,79,0
48662,2.0,1,56,1.0,4,1,0,72,0
48664,3.0,3,36,3.0,9,0,0,54,0
48665,2.0,1,29,3.0,2,0,0,55,0
48666,3.0,1,44,4.0,7,0,0,48,0
48667,2.0,1,31,5.0,4,1,0,73,0
48668,2.0,1,31,1.0,6,0,0,77,0
48669,2.0,1,29,3.0,5,0,0,52,0
48670,2.0,1,36,4.0,2,0,0,53,0
48671,2.0,1,37,5.0,4,0,0,50,0
48672,2.0,3,54,3.0,15,0,0,70,0
48673,2.0,1,38,1.0,10,0,0,47,0
48675,3.0,2,36,3.0,6,0,0,82,0
48676,2.0,1,25,3.0,2,0,0,60,0
48677,3.0,1,31,3.0,5,1,0,59,0
48678,2.0,1,28,4.0,3,0,0,82,0
48679,3.0,1,36,5.0,8,1,0,67,1
48680,2.0,1,44,1.0,12,0,0,79,0
48681,3.0,1,38,3.0,4,0,0,81,0
48682,2.0,1,34,3.0,7,0,0,62,0
48684,2.0,1,33,3.0,9,0,0,54,0
48685,2.0,1,32,3.0,8,0,0,50,0
48686,2.0,1,31,1.0,6,0,0,49,0
48687,2.0,1,31,5.0,7,1,0,62,0
48688,2.0,1,42,5.0,6,1,0,52,0
48689,2.0,1,28,5.0,6,1,0,89,0
48690,2.0,1,40,4.0,4,1,0,56,0
48691,2.0,2,29,3.0,4,1,0,85,0
48692,2.0,3,37,4.0,11,0,0,67,0
48693,2.0,1,38,1.0,5,0,0,70,0
48694,2.0,1,34,3.0,8,0,0,51,0
48695,2.0,1,39,3.0,6,0,0,57,0
48696,2.0,1,33,3.0,8,1,0,74,1
48697,2.0,1,32,3.0,7,0,0,87,0
48698,2.0,1,27,5.0,4,0,0,63,0
48700,3.0,1,36,1.0,6,0,0,64,0
48701,2.0,1,35,4.0,7,0,0,62,0
48702,2.0,1,26,4.0,2,1,0,63,0
48703,3.0,1,34,5.0,3,0,0,54,0
48705,2.0,1,26,4.0,3,0,0,60,0
48706,2.0,2,34,5.0,6,1,0,59,0
48707,2.0,1,30,4.0,5,0,0,56,0
48708,2.0,1,29,2.0,5,1,0,61,0
48709,3.0,1,34,3.0,4,0,0,61,0
48710,3.0,4,33,5.0,2,1,0,60,1
48712,3.0,1,34,5.0,3,0,0,88,0
48713,3.0,1,50,3.0,2,0,0,70,0
48714,3.0,1,38,5.0,7,1,0,65,0
48715,3.0,3,42,3.0,3,0,0,48,0
48716,2.0,1,29,3.0,6,0,0,82,0
48717,2.0,2,37,5.0,9,1,0,83,0
48718,2.0,1,36,3.0,4,0,0,84,0
48720,2.0,1,38,2.0,12,0,0,42,0
48721,3.0,1,44,4.0,7,1,0,57,0
48722,3.0,2,37,1.0,6,0,0,49,0
48723,3.0,1,36,4.0,4,0,0,64,0
48724,2.0,1,29,5.0,3,0,0,83,0
48725,3.0,1,37,5.0,7,1,0,65,0
48726,3.0,1,34,4.0,4,1,0,54,1
48727,2.0,1,31,5.0,6,0,0,52,0
48728,3.0,1,39,4.0,5,0,0,62,0
48729,2.0,1,32,4.0,6,1,0,78,0
48730,2.0,2,35,4.0,10,0,0,83,0
48731,2.0,1,34,1.0,8,0,0,46,0
48732,2.0,1,37,3.0,7,0,0,60,0
48733,2.0,1,33,3.0,6,0,0,71,0
48734,2.0,1,34,3.0,10,0,0,49,0
48736,2.0,1,33,1.0,6,1,0,84,0
48737,3.0,1,31,4.0,4,0,0,80,0
48738,2.0,1,26,4.0,2,0,0,62,0
48739,2.0,2,37,5.0,10,1,0,83,0
48740,3.0,1,36,3.0,4,0,0,66,0
48741,3.0,1,40,2.0,7,0,0,79,0
48742,2.0,1,54,3.0,3,0,0,53,0
48743,2.0,1,27,4.0,4,1,1,84,1
48744,2.0,1,29,5.0,3,1,0,89,0
48745,2.0,1,33,3.0,2,0,0,46,0
48746,3.0,1,38,3.0,3,1,0,47,0
48747,2.0,2,30,3.0,3,0,0,82,0
48748,2.0,2,48,3.0,4,0,0,60,0
48749,2.0,1,29,2.0,4,1,0,46,0
48750,3.0,1,46,3.0,17,0,0,79,0
48751,2.0,2,46,1.0,14,0,0,46,0
48752,2.0,1,36,5.0,7,1,0,62,0
48753,2.0,1,41,5.0,10,1,0,86,0
48754,2.0,2,31,3.0,5,0,0,80,0
48755,3.0,1,33,4.0,5,0,0,81,0
48756,2.0,1,28,3.0,2,0,0,66,0
48757,2.0,1,34,3.0,7,0,0,51,0
48758,2.0,1,37,2.0,5,0,0,49,0
48759,2.0,1,34,1.0,8,0,0,48,0
48761,2.0,1,31,3.0,2,0,0,59,0
48762,2.0,1,49,3.0,8,1,1,92,1
48763,3.0,1,41,3.0,4,1,0,69,1
48764,2.0,1,28,4.0,4,0,0,59,0
48765,2.0,1,32,2.0,8,0,0,51,0
48766,3.0,1,45,3.0,4,0,0,54,0
48767,3.0,2,33,1.0,7,0,0,50,0
48768,3.0,1,46,5.0,7,0,0,51,0
48769,2.0,2,33,3.0,7,0,0,46,0
48770,2.0,1,38,5.0,7,0,0,55,0
48771,3.0,2,43,3.0,6,0,0,58,0
48772,3.0,1,44,3.0,3,0,0,46,0
48773,2.0,1,34,3.0,3,0,0,61,0
48774,2.0,1,34,1.0,8,0,0,57,0
48775,3.0,1,50,3.0,16,0,0,90,0
48776,3.0,2,44,3.0,15,0,0,57,0
48777,3.0,1,33,2.0,4,0,0,60,0
48778,2.0,1,27,5.0,2,1,0,56,0
48779,2.0,1,39,4.0,4,1,0,54,0
48780,2.0,2,30,3.0,2,0,0,79,0
48781,2.0,1,29,1.0,5,0,0,60,0
48782,2.0,1,30,1.0,6,0,0,81,0
48784,2.0,1,36,3.0,4,0,0,70,1
48785,2.0,1,55,2.0,6,0,0,53,0
48786,2.0,1,36,5.0,5,0,0,91,1
48787,2.0,1,42,3.0,5,0,0,64,0
48788,2.0,1,30,3.0,2,0,0,48,0
48789,2.0,1,32,3.0,6,1,0,60,0
48791,2.0,2,32,3.0,6,0,0,77,0
48792,2.0,1,24,1.0,3,0,0,57,0
48793,3.0,1,49,2.0,17,1,0,78,1
48794,3.0,2,32,4.0,7,1,1,48,0
48795,3.0,3,53,3.0,12,0,0,65,0
48796,2.0,1,29,4.0,2,0,0,85,0
48797,3.0,1,38,1.0,6,0,0,50,0
48798,2.0,1,31,3.0,6,1,0,82,0
48799,2.0,1,27,5.0,4,1,0,52,0
48800,2.0,2,26,1.0,5,0,0,47,0
48801,2.0,2,43,3.0,6,0,0,81,0
48803,1.0,1,25,3.0,2,0,0,61,0
48804,2.0,2,44,5.0,13,0,0,58,0
48805,3.0,1,32,4.0,8,0,0,88,0
48806,2.0,1,53,3.0,15,0,0,52,0
48807,2.0,1,34,5.0,6,0,0,55,0
48808,2.0,1,37,3.0,4,0,0,59,0
48809,3.0,1,35,5.0,3,0,0,78,1
48810,3.0,1,37,4.0,5,0,0,52,0
48812,2.0,1,50,3.0,17,0,0,50,0
48814,2.0,1,31,1.0,4,1,0,51,0
48815,2.0,2,37,4.0,5,0,0,86,0
48816,2.0,4,29,2.0,6,0,0,54,0
48817,2.0,1,51,3.0,15,0,0,60,0
48818,3.0,1,32,5.0,7,0,0,84,0
48819,2.0,2,27,3.0,2,1,0,82,0
48820,2.0,1,31,5.0,6,0,0,49,0
48821,2.0,2,50,3.0,5,0,0,46,0
48822,2.0,1,31,1.0,3,0,0,85,0
48823,2.0,1,25,3.0,2,0,0,78,0
48824,3.0,1,30,3.0,6,0,0,82,0
48825,3.0,2,37,4.0,5,1,0,74,0
48826,2.0,1,30,4.0,2,1,1,59,0
48827,2.0,1,33,4.0,4,1,0,46,0
48828,2.0,1,32,5.0,5,1,0,81,1
48829,2.0,1,29,5.0,8,1,0,49,0
48830,2.0,1,33,4.0,7,1,0,51,0
48831,2.0,2,33,3.0,5,0,0,84,0
48835,2.0,2,31,1.0,6,0,0,80,0
48836,2.0,1,43,3.0,3,0,0,70,0
48837,3.0,1,37,4.0,11,1,0,63,0
48838,2.0,1,27,3.0,5,0,0,59,0
48839,3.0,1,40,2.0,5,0,0,69,0
48840,2.0,1,40,3.0,5,1,0,82,0
48841,2.0,1,27,5.0,3,0,0,49,0
48842,3.0,1,47,4.0,13,0,0,60,0
48843,2.0,1,30,3.0,3,1,0,62,0
48844,2.0,1,28,3.0,3,1,0,52,0
48845,2.0,1,26,5.0,3,1,0,59,0
48847,2.0,2,28,3.0,2,0,0,47,0
48848,1.0,1,22,5.0,2,1,0,48,0
48849,2.0,1,54,4.0,13,0,0,60,0
48850,2.0,2,25,5.0,3,0,0,61,0
48853,2.0,1,30,3.0,5,0,0,61,0
48854,2.0,1,43,3.0,12,0,0,56,0
48855,2.0,1,34,3.0,7,1,0,86,1
48856,2.0,1,34,3.0,6,0,0,88,0
48857,2.0,1,35,3.0,6,0,0,47,0
48858,2.0,1,24,3.0,2,0,0,50,0
48859,2.0,3,30,3.0,4,0,0,70,0
48860,2.0,3,60,3.0,15,0,0,52,0
48861,2.0,1,26,2.0,2,0,0,50,0
48862,2.0,1,32,3.0,10,0,0,74,0
48864,2.0,1,50,5.0,6,1,0,71,0
48865,2.0,1,47,5.0,19,0,0,53,0
48866,2.0,1,29,3.0,3,1,0,48,0
48867,2.0,3,26,4.0,2,0,0,48,0
48868,3.0,1,43,3.0,4,0,0,69,0
48869,3.0,4,40,3.0,11,1,0,79,0
48870,2.0,1,34,1.0,2,1,0,84,0
48871,2.0,2,43,2.0,4,1,0,91,1
48872,3.0,1,44,4.0,5,1,0,77,0
48873,2.0,2,36,2.0,5,0,0,80,0
48874,2.0,1,48,5.0,3,1,0,47,0
48875,2.0,1,29,5.0,6,0,0,47,0
48876,2.0,3,30,3.0,6,0,0,71,0
48877,3.0,2,52,5.0,19,0,0,56,0
48879,3.0,3,41,1.0,8,0,0,48,0
48880,2.0,1,26,3.0,4,0,0,53,0
48881,3.0,1,39,3.0,11,0,0,53,0
48882,2.0,1,29,1.0,2,0,0,81,0
48884,2.0,1,37,4.0,5,0,0,57,0
48885,2.0,1,31,4.0,6,1,0,70,1
48886,3.0,1,39,4.0,10,0,0,52,0
48887,2.0,1,39,4.0,5,0,0,52,0
48888,3.0,1,51,5.0,3,0,0,81,0
48890,2.0,1,44,5.0,4,0,0,59,0
48891,2.0,1,25,4.0,3,1,0,60,0
48892,2.0,1,36,4.0,8,1,0,56,0
48893,3.0,1,33,3.0,3,0,0,49,0
48894,2.0,1,34,5.0,4,0,0,48,0
48895,3.0,3,30,5.0,4,1,0,85,0
48896,2.0,2,33,4.0,9,0,0,53,0
48897,2.0,1,34,3.0,7,0,0,52,0
48898,2.0,1,33,3.0,4,0,0,61,0
48899,3.0,2,36,3.0,7,0,0,61,0
48900,3.0,1,38,5.0,8,1,0,47,0
48901,2.0,4,33,3.0,4,1,0,56,0
48902,3.0,1,34,3.0,3,1,0,82,0
48903,3.0,1,41,3.0,9,0,0,88,0
48904,2.0,1,29,1.0,5,0,0,48,0
48905,2.0,1,55,1.0,11,0,0,47,0
48906,2.0,2,34,3.0,8,0,0,50,0
48907,3.0,2,46,4.0,13,0,0,71,0
48909,2.0,1,26,3.0,4,1,0,78,0
48910,2.0,1,35,3.0,7,0,0,59,0
48911,2.0,1,31,4.0,7,1,0,85,0
48912,3.0,1,54,3.0,7,0,0,65,0
48914,2.0,1,36,3.0,7,0,0,56,0
48915,3.0,1,36,4.0,4,1,0,49,0
48918,2.0,2,26,2.0,4,0,0,82,0
48919,2.0,1,28,2.0,3,0,0,50,0
48920,3.0,1,34,3.0,8,0,0,60,0
48921,2.0,1,32,3.0,9,0,0,60,0
48922,2.0,1,33,3.0,2,0,0,74,0
48923,3.0,1,37,4.0,3,1,0,60,0
48924,3.0,1,46,5.0,5,1,0,68,1
48925,3.0,1,58,3.0,16,0,0,69,0
48926,2.0,1,38,2.0,11,0,0,51,0
48927,2.0,1,26,2.0,3,0,0,47,0
48928,2.0,1,36,2.0,7,1,0,82,0
48929,3.0,1,44,4.0,9,0,0,52,0
48930,2.0,1,53,3.0,7,0,0,84,0
48931,2.0,3,31,3.0,5,0,0,53,0
48932,2.0,1,35,3.0,5,0,0,49,0
48933,2.0,1,31,5.0,3,0,0,60,0
48934,2.0,1,26,3.0,4,0,0,71,0
48935,2.0,1,28,3.0,3,0,1,91,1
48936,2.0,1,30,3.0,6,0,0,58,0
48937,3.0,1,31,3.0,7,0,0,66,0
48939,2.0,1,39,3.0,12,1,0,83,0
48940,2.0,2,32,3.0,5,0,0,60,0
48941,2.0,3,30,1.0,2,0,0,46,0
48943,2.0,1,37,1.0,8,0,0,50,0
48944,3.0,1,41,1.0,3,0,0,50,0
48946,3.0,1,54,3.0,15,0,0,60,0
48947,3.0,1,38,4.0,8,1,0,48,0
48948,2.0,1,41,4.0,6,0,0,68,0
48949,2.0,1,32,3.0,6,0,0,71,0
48950,2.0,2,33,2.0,10,0,0,51,0
48951,2.0,2,27,1.0,2,1,0,49,0
48952,2.0,1,28,4.0,5,0,0,86,0
48953,2.0,1,28,4.0,4,1,1,97,1
48954,3.0,1,40,3.0,9,1,0,51,0
48955,2.0,1,45,5.0,16,0,0,52,0
48956,2.0,1,32,5.0,5,1,0,64,0
48957,2.0,1,31,3.0,4,0,0,54,0
48958,2.0,1,30,3.0,4,1,1,48,0
48961,3.0,1,37,5.0,3,1,0,54,0
48962,2.0,1,34,4.0,7,0,0,49,0
48963,3.0,2,33,4.0,2,1,0,78,0
48965,2.0,1,29,4.0,4,0,0,83,0
48966,2.0,1,32,3.0,6,0,0,79,0
48967,3.0,1,53,2.0,12,1,0,70,1
48968,2.0,1,30,3.0,5,0,0,53,0
48969,2.0,2,38,3.0,9,0,0,57,0
48970,2.0,1,31,4.0,3,1,0,49,0
48971,3.0,1,47,3.0,7,0,0,64,0
48972,2.0,1,30,5.0,4,0,0,83,1
48973,1.0,1,24,3.0,2,0,0,61,0
48974,2.0,1,38,4.0,5,0,0,56,0
48975,3.0,2,33,3.0,5,0,0,63,0
48976,2.0,1,31,3.0,4,1,0,83,0
48978,2.0,1,29,1.0,5,0,0,82,0
48979,3.0,1,31,5.0,9,0,0,50,0
48980,3.0,1,36,3.0,8,1,0,67,1
48981,3.0,2,37,3.0,4,1,0,50,0
48982,2.0,1,30,3.0,5,0,0,49,0
48983,2.0,2,33,3.0,5,0,0,48,0
48985,2.0,1,43,5.0,17,0,0,65,0
48986,3.0,1,30,1.0,2,0,0,49,0
48987,3.0,2,43,5.0,13,0,0,62,0
48988,2.0,2,25,4.0,4,0,0,82,0
48989,2.0,1,29,3.0,2,0,0,69,0
48990,2.0,1,33,5.0,6,1,0,80,0
48991,2.0,1,37,1.0,7,0,0,45,0
48993,3.0,1,39,1.0,4,0,0,87,0
48994,2.0,1,42,4.0,6,0,0,59,0
48995,2.0,2,25,3.0,3,0,0,56,0
48996,2.0,2,29,3.0,3,0,0,85,0
48998,3.0,1,33,4.0,3,0,0,81,0
49000,2.0,1,29,3.0,4,0,0,61,0
49001,3.0,1,44,3.0,4,0,0,74,0
49002,2.0,1,51,3.0,3,0,0,59,0
49003,3.0,1,40,4.0,4,1,0,88,0
49004,3.0,1,50,3.0,16,0,0,58,0
49005,3.0,1,36,4.0,7,0,0,51,0
49006,3.0,1,50,5.0,7,1,0,49,0
49007,2.0,1,58,3.0,16,0,0,49,0
49008,2.0,2,30,4.0,3,0,0,52,0
49009,1.0,2,26,3.0,2,0,0,56,0
49010,2.0,1,40,1.0,8,0,0,61,0
49012,3.0,2,46,4.0,6,0,0,75,0
49013,2.0,2,27,3.0,3,1,0,81,1
49014,2.0,3,27,4.0,2,1,0,58,0
49015,2.0,1,42,5.0,9,1,0,56,0
49016,2.0,1,26,3.0,4,0,0,58,0
49017,2.0,1,26,1.0,3,1,0,79,0
49018,3.0,1,50,4.0,5,1,0,57,0
49019,2.0,1,26,5.0,3,1,0,83,0
49020,2.0,1,31,3.0,7,0,0,82,0
49021,2.0,1,40,5.0,6,1,0,61,0
49023,2.0,1,40,2.0,4,0,0,78,0
49024,2.0,1,32,1.0,7,0,0,48,0
49025,2.0,1,31,5.0,3,0,0,54,0
49026,2.0,2,35,1.0,5,0,0,81,0
49027,3.0,1,37,3.0,11,1,0,68,0
49028,2.0,1,31,4.0,5,0,0,51,0
49029,3.0,1,50,3.0,3,0,0,62,0
49030,2.0,1,32,3.0,4,0,0,43,0
49031,3.0,1,38,3.0,9,0,0,58,0
49032,2.0,1,26,3.0,4,0,0,48,0
49033,2.0,1,27,5.0,2,0,0,47,0
49034,3.0,2,34,1.0,8,0,0,76,0
49035,3.0,1,34,1.0,9,0,0,59,0
49036,2.0,1,34,3.0,5,0,0,76,0
49037,2.0,1,29,4.0,3,0,0,72,0
49039,3.0,1,50,1.0,18,0,0,50,0
49040,2.0,1,30,3.0,4,0,0,85,0
49041,2.0,1,43,2.0,3,1,1,83,0
49042,3.0,1,48,5.0,16,0,0,58,0
49043,2.0,1,31,4.0,6,1,0,85,0
49044,3.0,1,36,5.0,11,1,0,55,0
49046,3.0,1,39,1.0,5,0,0,56,0
49047,2.0,1,31,4.0,7,1,0,72,0
49048,2.0,1,27,1.0,4,0,0,45,0
49049,2.0,1,25,3.0,3,1,0,59,1
