Media_Type,Amount,Loan_Types,Mercnt_Size,Failed_Trans,Freq_Trans,No_Trans,Last_mth_Tr,AM0PM1,Country
PA,873,Personal,2021,0,7,4,1,0,Other
FT,5365,Personal,0,0,1,2,1,1,Other
PA,9837,Personal,0,0,4,2,1,1,Other
PA,7606,Personal,0,0,4,6,1,0,AU
PA,28,Personal,0,0,43,3,2,0,Other
FT,250,Personal,0,0,6,2,1,0,Other
PA,618,Personal,0,0,41,2,2,0,AU
PA,6147,Personal,0,0,4,1,1,0,AU
PA,6037,Personal,0,0,7,2,2,0,Other
PA,6001,Personal,0,0,5,10,2,0,AU
PA,1479,Personal,226,0,42,1,2,0,Other
PA,2583,Personal,0,0,27,3,1,1,AU
PA,1456,Personal,0,0,3,2,2,1,Other
PA,3520,Personal,0,0,47,1,1,1,Other
FT,10863,Personal,0,0,8,1,1,1,AU
PA,3897,Personal,0,0,27,3,1,0,AU
BPAY,1961,Credit,0,0,9,4,2,1,NL
PA,5299,Personal,0,0,2,3,1,1,Other
FT,546,Personal,0,0,21,4,4,0,Other
FT,7058,Credit,0,0,5,5,1,1,Other
FT,6260,Credit,0,0,3,1,1,1,Other
PA,1448,Personal,0,0,49,1,5,0,Other
PA,10340,Personal,0,0,37,2,2,0,Other
FT,10541,Credit,0,0,5,13,1,0,AU
PA,1729,Personal,0,0,1,2,1,0,US
FT,607,Personal,0,0,35,9,1,0,Other
PA,4902,Personal,0,0,19,1,1,1,NG
FT,5802,Personal,0,0,8,3,1,1,AU
PA,1226,Personal,0,0,9,5,1,1,AU
PA,489,Personal,489,0,10,13,1,1,AU
PA,1460,Personal,0,0,7,4,1,0,AU
FT,4829,Personal,0,0,48,3,1,1,AU
FT,10570,Personal,0,0,1,3,1,0,Other
PA,2498,Personal,0,0,17,3,1,1,AU
PA,265,Personal,0,0,28,2,1,1,Other
PA,1032,Personal,0,0,5,4,1,0,Other
OTT,10448,Personal,0,0,5,2,1,0,AU
PA,3533,Personal,0,0,5,1,2,0,AU
PA,2900,Business,0,0,3,2,1,1,Other
FT,638,Personal,0,0,5,2,1,1,AU
PA,5403,Personal,0,0,1,1,1,1,Other
PA,2796,Personal,0,0,19,1,1,1,Other
PA,723,Personal,0,0,28,1,1,1,AU
PA,126,Home_Loan,0,0,9,15,2,0,Other
PA,2282,Personal,0,0,17,2,1,1,Other
PA,911,Personal,0,0,22,9,2,0,AU
FT,632,Personal,0,0,19,1,1,0,Other
PA,574,Personal,0,0,2,4,1,0,Other
PA,901,Personal,0,0,2,3,1,0,Other
PA,382,Personal,0,0,42,2,1,1,Other
PA,7819,Personal,0,0,3,2,1,1,AU
FT,10182,Personal,0,0,8,2,1,0,Other
FT,292,Personal,0,0,6,3,2,0,AU
PA,408,Personal,0,0,29,1,1,0,Other
FT,5423,Personal,0,0,4,2,1,0,AU
PA,4491,Personal,0,0,49,3,2,0,AU
FT,7921,Home_Loan,0,0,14,2,2,0,AU
PA,4806,Personal,0,0,8,1,1,0,AU
PA,71,Personal,71,0,43,1,3,1,AU
PA,4035,Personal,0,0,8,1,1,1,AU
PA,2410,Home_Loan,0,0,2,1,2,1,Other
PA,3503,Business,0,0,16,2,2,1,AU
PA,4911,Personal,0,0,2,2,4,0,Other
PA,5161,Personal,0,0,19,3,1,0,AU
FT,8881,Personal,0,0,6,6,1,0,ZA
PA,9452,Personal,0,0,46,2,1,1,Other
PA,8383,Personal,0,0,1,4,2,0,AU
PA,882,Personal,0,0,40,1,1,1,Other
FT,410,Personal,0,0,1,14,1,0,AU
FT,3446,Credit,0,0,2,2,1,1,AU
FT,6538,Personal,0,0,2,5,1,0,Other
PA,3955,Home_Loan,0,0,6,2,4,1,AU
FT,1568,Credit,0,0,2,6,2,0,AU
PA,194,Personal,0,0,4,1,2,0,AU
PA,1251,Business,0,0,5,3,2,1,Other
PA,385,Personal,0,0,45,2,1,1,Other
PA,52,Personal,0,0,6,2,1,1,AU
FT,1293,Credit,0,0,2,1,1,0,NL
PA,2466,Personal,0,0,7,2,1,1,AU
PA,2884,Personal,106,0,2,3,1,1,AU
FT,3746,Personal,0,0,4,3,1,1,Other
PA,4621,Personal,0,0,3,3,1,0,AU
PA,648,Home_Loan,0,0,39,1,1,1,Other
FT,1061,Personal,0,0,9,2,1,1,Other
PA,2637,Personal,0,0,3,4,2,0,Other
FT,7678,Personal,0,0,5,2,2,1,Other
OTT,3122,Business,0,0,28,2,5,0,AU
PA,4283,Personal,0,0,1,3,2,0,Other
BPAY,1901,Home_Loan,0,0,6,2,1,0,AU
PA,8002,Personal,0,0,1,15,1,1,Other
PA,8783,Personal,0,0,35,4,1,1,AU
FT,4037,Home_Loan,0,0,2,3,1,1,AU
FT,9733,Credit,0,0,13,1,1,1,AU
PA,6310,Home_Loan,0,0,5,4,1,0,Other
PA,1427,Home_Loan,0,0,34,9,1,1,AU
PA,4411,Personal,0,0,3,5,1,0,Other
PA,8426,Personal,0,0,27,8,1,1,AU
PA,5678,Home_Loan,0,0,4,2,1,1,AU
OTT,2760,Personal,0,0,36,3,1,0,AU
PA,6536,Personal,0,0,24,1,1,1,Other
PA,7253,Personal,0,0,10,3,2,1,AU
PA,1627,Personal,0,0,3,1,1,1,AU
PA,3207,Personal,0,0,44,6,1,1,AU
PA,398,Personal,0,0,2,3,2,1,AU
OTT,8,Personal,0,0,36,2,2,0,Other
PA,2468,Business,0,0,5,1,1,0,AU
PA,1575,Personal,0,0,5,15,1,0,AU
BPAY,2525,Personal,0,0,27,3,1,1,AU
OTT,1166,Personal,0,0,3,2,1,0,Other
PA,922,Personal,0,0,3,1,1,1,Other
PA,175,Personal,0,0,17,1,1,1,Other
PA,6340,Personal,0,0,2,2,1,0,Other
FT,1386,Credit,0,0,5,1,1,0,Other
PA,1830,Home_Loan,0,0,48,1,1,0,Other
PA,2851,Personal,2851,0,5,3,2,0,Other
OTT,34,Personal,0,0,5,2,1,0,Other
FT,9954,Personal,0,0,6,2,2,1,Other
PA,2465,Personal,0,0,2,2,1,0,AU
FT,314,Credit,0,0,43,4,1,0,AU
FT,4902,Personal,0,0,37,7,2,1,Other
PA,345,Business,0,0,25,3,1,1,Other
PA,10467,Business,10467,0,1,4,1,0,Other
PA,363,Personal,0,0,5,3,1,0,Other
PA,1461,Personal,0,0,1,4,1,1,AU
PA,288,Personal,0,0,48,5,2,0,AU
FT,403,Personal,0,0,2,11,2,0,Other
PA,10883,Personal,0,0,5,6,1,0,Other
PA,494,Personal,0,0,10,8,2,1,AU
PA,2817,Personal,2817,0,3,2,1,1,Other
FT,4357,Personal,0,0,16,6,1,0,AU
BPAY,4705,Home_Loan,0,0,24,2,1,0,Other
PA,9452,Business,0,0,2,2,1,0,ZA
BPAY,2059,Home_Loan,0,0,4,2,1,0,AU
PA,5925,Personal,0,0,6,3,1,0,AU
PA,4851,Personal,4851,0,5,5,2,1,Other
PA,583,Home_Loan,0,0,4,1,1,1,Other
PA,121,Credit,0,0,6,4,1,0,Other
FT,969,Credit,0,0,5,2,3,0,Other
BPAY,1445,Personal,0,0,1,3,1,1,Other
PA,1057,Personal,0,0,5,3,2,0,AU
PA,4988,Personal,0,0,4,1,1,0,AU
PA,6309,Personal,0,0,3,2,1,1,AU
FT,1491,Personal,0,0,6,1,2,1,Other
PA,1724,Personal,0,0,27,9,1,0,Other
PA,725,Personal,0,0,13,2,1,1,Other
PA,6674,Personal,0,0,3,8,5,1,Other
PA,192,Personal,0,0,1,2,1,0,Other
PA,6920,Personal,6920,0,2,1,1,1,Other
FT,46,Personal,0,0,8,2,1,1,Other
FT,5311,Personal,0,0,3,2,1,1,Other
PA,798,Personal,0,0,5,2,1,0,AU
FT,8406,Credit,0,0,3,2,1,0,AU
PA,3831,Personal,0,0,4,3,2,1,NG
PA,1514,Personal,0,0,1,2,1,1,Other
PA,9725,Personal,0,0,6,1,2,1,AU
PA,8573,Personal,0,0,3,2,1,0,AU
FT,2308,Personal,0,0,9,1,2,1,Other
PA,757,Personal,0,0,43,4,2,0,Other
PA,750,Personal,0,0,2,2,2,0,Other
FT,10697,Personal,0,0,37,12,1,0,AU
FT,6325,Pers_Loan,0,0,2,2,1,1,Other
PA,231,Personal,0,0,3,2,2,0,AU
PA,4539,Personal,0,0,1,2,1,0,Other
FT,9951,Home_Loan,0,0,5,3,1,1,Other
OTT,9489,Personal,0,0,3,3,1,1,AU
PA,5321,Personal,0,0,3,3,1,1,Other
PA,2666,Personal,0,0,6,3,1,0,Other
FT,2828,Personal,0,0,43,1,1,1,Other
PA,7438,Personal,0,0,44,5,2,0,AU
PA,2758,Personal,0,0,49,1,2,0,AU
FT,4664,Personal,0,0,25,1,1,1,Other
PA,6941,Personal,0,0,23,7,1,0,Other
FT,1122,Home_Loan,0,0,21,10,1,0,Other
PA,4373,Personal,0,0,5,5,1,1,Other
FT,3871,Credit,0,0,35,2,1,0,Other
PA,10922,Personal,1807,0,5,3,1,0,AU
FT,173,Personal,0,0,3,7,1,0,AU
PA,7003,Personal,0,0,5,2,2,1,Other
FT,454,Personal,0,0,1,4,1,0,Other
FT,2479,Personal,0,0,28,3,1,0,Other
FT,3563,Personal,0,0,17,1,2,0,Other
FT,61,Personal,0,0,34,5,1,1,Other
PA,2101,Personal,0,0,40,2,1,0,NL
PA,537,Personal,0,0,3,1,1,0,Other
PA,2153,Personal,1581,0,4,1,4,1,AU
PA,3006,Personal,3006,0,2,2,2,0,ZA
PA,1019,Personal,0,0,5,6,2,1,Other
PA,4420,Personal,0,0,5,1,1,1,Other
FT,201,Personal,0,0,25,4,1,1,Other
PA,421,Personal,0,0,44,3,1,1,AU
PA,1015,Personal,0,0,28,2,1,1,AU
PA,1028,Personal,0,0,4,1,1,1,AU
PA,3614,Personal,0,0,8,1,1,1,Other
PA,10126,Personal,0,0,8,3,2,1,Other
OTT,9352,Personal,0,0,37,2,2,0,AU
FT,863,Personal,0,0,17,14,2,1,AU
PA,1877,Personal,6559,0,4,1,1,0,Other
PA,31,Personal,0,0,2,2,3,1,AU
PA,535,Personal,0,0,7,2,2,1,AU
PA,625,Home_Loan,0,0,44,3,1,1,AU
PA,6343,Personal,0,0,30,4,1,0,AU
PA,3137,Personal,0,0,1,4,1,1,Other
PA,99,Personal,0,0,2,4,1,0,Other
PA,1230,Personal,0,0,4,2,1,1,Other
PA,2689,Personal,0,0,4,1,3,1,Other
PA,3256,Personal,0,0,1,4,2,1,AU
PA,8018,Business,0,0,49,2,1,1,Other
PA,3266,Personal,0,0,20,2,1,1,AU
FT,1031,Personal,0,0,3,1,1,0,AU
PA,73,Personal,0,0,9,2,1,0,Other
FT,8627,Credit,0,0,1,1,5,0,AU
PA,4280,Personal,0,0,6,4,1,1,NL
PA,207,Home_Loan,3262,0,22,1,1,0,Other
PA,10121,Personal,0,0,2,3,1,0,AU
PA,2095,Personal,0,0,5,14,2,1,AU
PA,1210,Personal,1210,0,21,13,2,0,Other
PA,1058,Personal,0,0,9,2,1,0,AU
PA,3212,Personal,0,0,32,4,1,0,Other
FT,19,Credit,0,0,1,1,1,1,AU
FT,7776,Home_Loan,0,0,2,12,2,0,Other
FT,1649,Personal,0,0,14,2,1,1,Other
BPAY,3688,Personal,0,0,5,1,1,0,AU
PA,399,Personal,0,0,28,1,1,1,AU
PA,176,Personal,0,0,1,4,1,0,Other
FT,5676,Credit,0,0,1,2,1,0,NG
PA,2726,Personal,0,0,2,3,1,0,AU
FT,551,Personal,0,0,17,2,1,0,AU
FT,951,Credit,0,0,8,2,1,1,AU
PA,6729,Personal,0,0,5,3,4,1,AU
PA,288,Home_Loan,0,0,36,1,1,1,AU
OTT,325,Personal,0,0,4,13,1,1,Other
PA,1143,Home_Loan,0,0,20,2,2,1,Other
FT,246,Personal,0,0,2,3,1,1,AU
PA,4686,Personal,4686,0,3,6,1,0,Other
PA,9367,Personal,0,0,29,2,1,1,AU
PA,3698,Personal,0,0,21,5,1,1,Other
PA,7977,Personal,0,0,8,5,1,0,Other
PA,486,Personal,0,0,4,4,1,0,Other
FT,259,Credit,0,0,3,2,1,1,AU
PA,1593,Home_Loan,0,0,6,4,2,1,Other
FT,3279,Personal,0,0,23,2,2,1,AU
PA,6717,Personal,0,0,2,2,1,1,AU
PA,2262,Business,0,0,31,3,1,1,Other
FT,4964,Credit,0,0,7,2,1,0,Other
FT,6773,Personal,0,0,4,4,2,1,Other
PA,9595,Personal,0,0,24,3,1,0,AU
PA,3025,Personal,0,0,8,4,1,0,Other
PA,3958,Personal,0,0,9,4,1,0,Other
PA,7427,Home_Loan,0,0,4,6,2,0,Other
PA,2733,Personal,0,0,8,1,1,1,AU
PA,3742,Personal,3742,0,46,2,1,0,Other
PA,1270,Personal,0,0,9,1,1,1,AU
OTT,7590,Personal,0,0,7,2,1,1,Other
PA,687,Personal,0,0,3,3,4,0,AU
PA,872,Business,0,0,45,2,1,1,AU
FT,9605,Personal,0,0,39,2,1,1,Other
PA,342,Personal,0,0,4,2,1,0,Other
OTT,2170,Business,2170,0,24,4,1,0,Other
PA,617,Business,0,0,8,3,4,1,Other
PA,88,Business,3126,0,3,2,1,1,AU
FT,2352,Personal,0,0,46,4,1,0,AU
FT,9807,Personal,0,0,7,6,1,1,Other
PA,6474,Personal,0,0,40,5,1,1,Other
FT,435,Personal,0,0,1,2,2,1,AU
PA,4694,Home_Loan,0,0,3,3,2,0,Other
OTT,2028,Personal,0,0,17,1,1,1,Other
FT,3652,Credit,0,0,2,3,1,1,AU
PA,4780,Personal,4780,0,4,2,1,0,Other
PA,4713,Personal,0,0,4,2,1,1,AU
PA,6552,Personal,0,0,7,1,1,1,Other
PA,4836,Personal,0,0,4,1,1,0,AU
PA,3835,Personal,0,0,20,7,1,0,AU
PA,860,Personal,0,0,3,1,1,0,AU
PA,3408,Home_Loan,0,0,4,2,1,1,Other
PA,1298,Personal,0,0,8,5,2,0,AU
PA,1057,Personal,0,0,6,2,2,1,Other
PA,7388,Personal,0,0,2,2,4,0,Other
OTT,610,Personal,0,0,9,1,1,1,AU
PA,261,Personal,0,0,6,1,1,0,Other
FT,2630,Home_Loan,0,0,3,2,1,1,Other
PA,5081,Personal,0,0,5,3,1,1,Other
PA,2067,Home_Loan,0,0,41,3,1,1,Other
FT,1396,Personal,0,0,2,2,2,1,Other
PA,78,Home_Loan,78,0,5,1,1,1,Other
PA,10986,Personal,2352,0,6,2,1,0,Other
PA,9604,Personal,0,0,33,3,1,1,AU
PA,330,Personal,0,0,17,2,1,1,AU
PA,3077,Personal,0,0,2,2,1,1,Other
PA,7206,Business,0,0,8,5,1,0,Other
PA,4019,Business,0,0,5,3,1,0,AU
PA,5533,Personal,0,0,42,13,2,1,Other
PA,3536,Business,6082,0,28,2,1,0,AU
PA,3007,Personal,0,0,2,2,1,0,Other
PA,6443,Personal,0,0,5,1,1,0,AU
PA,955,Personal,955,0,5,1,2,1,AU
BPAY,10808,Home_Loan,0,0,4,5,1,1,Other
OTT,1722,Business,0,0,7,1,1,0,AU
PA,1707,Personal,0,0,42,2,2,0,Other
FT,324,Personal,0,0,2,4,1,1,Other
FT,4542,Personal,0,0,7,1,1,1,AU
PA,248,Personal,0,0,15,2,2,0,AU
PA,210,Personal,0,0,4,3,1,0,AU
FT,3367,Personal,0,0,3,4,1,0,Other
PA,2152,Personal,0,0,9,3,2,1,Other
PA,4414,Personal,0,0,10,1,1,0,AU
OTT,1146,Business,0,0,4,8,1,1,Other
PA,7753,Personal,7753,0,15,3,1,1,UK
PA,6218,Home_Loan,0,0,20,3,1,1,AU
PA,592,Home_Loan,0,0,47,4,1,0,Other
FT,1758,Personal,0,0,7,3,1,1,Other
OTT,177,Personal,0,0,37,3,1,1,Other
FT,9016,Personal,0,0,30,5,1,1,Other
FT,2325,Personal,0,0,8,2,2,1,Other
PA,39,Personal,0,0,4,2,2,1,Other
OTT,2029,Personal,0,0,3,1,1,0,AU
PA,5932,Personal,0,0,4,2,1,0,AU
PA,10105,Personal,0,0,36,6,1,1,AU
PA,3189,Personal,3189,0,9,1,1,1,Other
PA,8575,Personal,0,0,10,4,1,0,Other
PA,452,Home_Loan,0,0,4,2,1,1,AU
FT,5857,Personal,0,0,2,1,1,0,Other
PA,9304,Personal,0,0,7,2,1,1,Other
PA,1798,Personal,0,0,25,2,1,0,AU
PA,10703,Personal,0,0,4,6,1,0,AU
FT,2981,Personal,0,0,1,1,1,0,Other
PA,3684,Business,0,0,29,2,1,1,Other
PA,3122,Personal,0,0,5,3,1,0,Other
PA,1448,Personal,1760,0,2,5,1,0,AU
PA,1448,Business,0,0,6,1,1,1,Other
PA,1050,Personal,0,0,9,7,1,0,Other
PA,401,Personal,0,0,2,7,1,1,Other
PA,5026,Business,0,0,5,2,2,0,Other
PA,435,Personal,435,0,26,15,1,1,Other
FT,2744,Personal,0,0,4,4,5,1,Other
PA,6741,Personal,0,0,1,2,1,0,Other
FT,1619,Personal,0,0,2,1,1,1,Other
PA,9721,Personal,0,0,3,4,1,0,AU
OTT,2133,Business,0,0,35,1,1,1,AU
PA,2930,Personal,2930,0,34,1,1,1,Other
PA,7557,Business,7557,0,1,3,1,0,UK
PA,147,Personal,0,0,5,5,2,1,Other
PA,1478,Home_Loan,7246,0,7,6,1,1,AU
PA,139,Personal,0,0,36,6,2,1,Other
FT,55,Credit,0,0,3,1,3,0,AU
FT,1880,Credit,0,0,1,3,1,0,AU
PA,2603,Personal,0,0,3,2,3,0,AU
PA,1001,Personal,0,0,4,1,2,1,Other
PA,928,Personal,0,0,7,4,1,0,AU
PA,428,Personal,0,0,36,2,2,0,Other
PA,2763,Personal,0,0,38,3,1,1,Other
OTT,9117,Personal,0,0,4,2,1,1,Other
FT,113,Personal,0,0,46,1,1,1,Other
PA,133,Personal,0,0,27,4,2,1,AU
PA,5304,Personal,3440,0,23,14,2,0,AU
PA,7819,Personal,0,0,3,2,1,1,Other
PA,4514,Home_Loan,4514,0,1,3,1,1,Other
PA,5673,Personal,0,0,2,2,1,1,AU
PA,5765,Personal,0,0,2,5,1,0,Other
PA,7926,Personal,0,0,3,3,1,0,AU
BPAY,719,Personal,0,0,1,4,2,1,Other
PA,7259,Personal,7259,0,21,2,1,1,Other
PA,4807,Personal,0,0,16,3,1,0,AU
OTT,10808,Personal,0,0,5,5,1,0,Other
PA,740,Personal,0,0,2,2,1,0,Other
PA,3790,Personal,0,0,3,4,1,1,Other
PA,782,Home_Loan,0,0,5,13,1,1,Other
FT,752,Credit,0,0,49,3,1,1,ZA
FT,796,Credit,0,0,1,7,3,0,AU
PA,7904,Business,0,0,8,4,2,0,Other
PA,1354,Home_Loan,0,0,3,3,1,0,Other
PA,3424,Business,0,0,8,6,1,0,Other
PA,9153,Personal,0,0,12,5,1,0,AU
FT,2645,Credit,0,0,3,2,4,1,AU
FT,862,Personal,0,0,3,1,1,0,AU
PA,2859,Personal,0,0,6,1,3,1,AU
FT,9693,Personal,0,0,2,2,1,0,AU
FT,5131,Personal,0,0,4,6,1,0,AU
PA,5767,Personal,0,0,6,2,1,1,Other
PA,42,Personal,0,0,2,1,1,0,AU
PA,9285,Personal,0,0,2,2,1,1,AU
PA,2696,Personal,0,0,40,3,1,0,AU
PA,1081,Personal,0,0,33,4,1,1,Other
PA,1224,Personal,1224,0,13,4,1,0,AU
PA,1135,Home_Loan,0,0,13,6,1,0,Other
PA,3070,Personal,0,0,6,1,1,1,AU
PA,7574,Personal,0,0,1,10,1,0,AU
PA,2091,Personal,0,0,40,2,1,1,Other
PA,1059,Business,0,0,1,3,2,1,Other
PA,557,Personal,0,0,46,6,1,1,AU
BPAY,663,Personal,0,0,10,1,2,0,Other
FT,10065,Personal,0,0,32,2,1,1,Other
PA,8200,Personal,0,0,5,2,1,0,Other
PA,10792,Personal,0,0,7,2,1,1,Other
PA,1139,Personal,0,0,21,2,1,0,Other
FT,1059,Credit,0,0,4,6,1,1,AU
FT,1983,Personal,0,0,2,2,1,0,AU
PA,2122,Personal,0,0,7,4,1,0,AU
FT,2350,Personal,0,0,9,5,2,1,AU
PA,145,Home_Loan,0,0,26,3,1,1,AU
FT,325,Business,0,0,39,1,1,1,AU
PA,2978,Personal,2978,0,33,3,2,0,NL
PA,389,Personal,0,0,37,5,1,0,Other
PA,780,Personal,4511,0,2,6,1,0,AU
PA,1379,Personal,0,0,32,3,1,1,AU
PA,579,Personal,0,0,5,2,1,0,AU
PA,1305,Personal,0,0,6,2,1,0,AU
FT,4492,Credit,0,0,46,4,1,1,AU
PA,18,Personal,0,0,6,2,1,1,AU
PA,225,Personal,225,0,2,2,2,1,AU
FT,7292,Credit,0,0,42,2,1,0,Other
PA,8168,Personal,0,0,41,3,1,1,AU
PA,2315,Personal,0,0,9,1,2,1,AU
PA,233,Personal,233,0,13,1,1,1,AU
PA,10422,Personal,0,0,24,13,1,1,AU
PA,1633,Personal,0,0,5,14,2,0,Other
FT,4450,Personal,0,0,4,2,1,0,US
PA,212,Personal,0,0,2,2,1,0,Other
FT,4936,Personal,0,0,32,1,4,1,Other
PA,968,Home_Loan,968,0,5,2,1,1,Other
FT,578,Personal,0,0,3,2,1,1,Other
PA,572,Personal,0,0,38,1,1,0,Other
FT,10050,Personal,0,0,9,3,1,0,Other
PA,899,Personal,0,0,4,2,1,0,Other
PA,1304,Personal,0,0,3,1,2,1,AU
PA,1843,Personal,0,0,16,2,1,0,AU
FT,3294,Home_Loan,0,0,22,2,1,0,Other
PA,569,Personal,0,0,7,2,2,0,AU
PA,1109,Home_Loan,2837,0,10,12,2,1,Other
PA,1484,Personal,0,0,27,3,1,0,Other
PA,260,Personal,0,0,34,2,5,1,AU
PA,8823,Personal,0,0,18,6,1,0,Other
PA,10447,Home_Loan,10447,0,6,2,1,1,Other
PA,841,Personal,0,0,7,3,1,1,Other
PA,754,Personal,0,0,1,2,4,1,AU
PA,459,Personal,0,0,8,10,1,0,Other
PA,1868,Personal,0,0,36,3,2,0,AU
PA,358,Personal,0,0,26,4,2,0,AU
FT,171,Personal,0,0,8,10,1,0,UK
PA,7478,Personal,0,0,49,6,1,1,AU
OTT,3998,Personal,0,0,1,6,1,0,Other
PA,883,Home_Loan,0,0,1,15,1,0,Other
PA,3930,Business,0,0,10,2,1,0,Other
PA,10842,Business,0,0,6,5,1,0,Other
BPAY,353,Personal,0,0,1,2,2,1,AU
FT,361,Personal,0,0,1,2,2,0,AU
PA,3156,Personal,0,0,25,1,1,0,AR
PA,1530,Business,0,0,5,1,5,0,AU
PA,8130,Home_Loan,0,0,18,3,1,0,Other
BPAY,6561,Personal,0,0,2,3,2,0,Other
PA,5172,Personal,0,0,5,1,2,0,AU
PA,3509,Business,3509,0,6,1,1,0,AU
PA,340,Personal,0,0,1,4,1,1,AU
PA,1967,Personal,0,0,25,2,1,1,ZA
PA,6780,Personal,0,0,1,2,1,0,Other
FT,9135,Credit,0,0,1,8,1,0,AU
PA,1968,Personal,0,0,5,3,2,0,AU
PA,1621,Personal,0,0,3,8,1,1,Other
PA,300,Personal,0,0,2,4,1,1,Other
PA,425,Personal,0,0,14,2,1,1,CZ
FT,1482,Personal,0,0,5,2,2,1,Other
PA,5628,Home_Loan,5628,0,7,6,1,0,AU
PA,5045,Home_Loan,0,0,34,2,1,1,Other
PA,1755,Personal,0,0,3,5,1,1,Other
PA,1869,Personal,0,0,1,3,2,0,Other
PA,3503,Personal,4236,0,7,2,1,0,AU
PA,10006,Business,0,0,7,2,1,1,Other
PA,1918,Personal,0,0,9,2,1,0,Other
FT,274,Personal,0,0,8,12,2,1,Other
PA,5885,Personal,0,0,3,2,2,0,Other
PA,4365,Personal,0,0,4,1,4,1,AU
PA,2932,Personal,826,0,4,2,1,1,Other
PA,766,Personal,0,0,2,7,1,1,Other
PA,10321,Personal,0,0,1,3,1,1,ZA
FT,1405,Personal,0,0,2,2,2,1,Other
PA,1544,Personal,0,0,6,6,4,0,Other
PA,3362,Personal,0,0,19,5,2,1,AU
FT,885,Home_Loan,0,0,4,9,1,0,Other
FT,3365,Business,0,0,4,1,2,0,Other
OTT,99,Personal,415,0,6,2,1,1,Other
PA,10083,Personal,0,0,37,1,4,1,Other
PA,619,Personal,0,0,3,3,1,0,Other
PA,3573,Personal,534,0,15,2,2,1,AU
PA,8559,Personal,8559,0,1,1,1,0,AU
FT,3003,Personal,0,0,45,1,1,1,Other
OTT,9506,Personal,0,0,1,1,2,1,Other
PA,4808,Personal,0,0,3,15,1,1,AU
PA,201,Personal,0,0,5,3,2,0,Other
PA,84,Personal,0,0,1,2,1,0,Other
PA,8673,Personal,0,0,26,2,1,0,AU
PA,1854,Personal,0,0,24,3,2,1,AU
PA,971,Personal,971,0,2,3,1,0,Other
PA,1259,Personal,0,0,6,3,1,1,Other
PA,58,Personal,0,0,49,4,1,1,Other
FT,1159,Personal,0,0,4,2,4,1,AU
FT,1058,Personal,0,0,3,1,1,0,Other
FT,4761,Credit,0,0,6,4,1,0,AU
FT,6648,Personal,0,0,4,1,2,1,AU
PA,7024,Personal,0,0,4,9,1,0,Other
PA,409,Personal,0,0,1,10,2,0,AU
PA,130,Personal,0,0,2,2,1,0,Other
PA,850,Personal,0,0,20,2,2,0,Other
PA,3582,Personal,0,0,3,7,1,1,AU
PA,1410,Personal,0,0,39,2,1,0,AU
OTT,1069,Personal,0,0,44,5,2,1,Other
PA,3637,Personal,0,0,2,2,2,1,AU
PA,7903,Personal,6666,0,27,2,1,0,AU
PA,6672,Personal,0,0,8,4,2,0,NL
OTT,3387,Personal,3387,0,2,3,1,1,Other
PA,2558,Personal,6339,0,4,7,2,1,AU
PA,1662,Personal,1662,0,7,14,1,0,AU
PA,6166,Personal,0,0,15,4,2,0,Other
FT,1527,Business,0,0,5,7,1,0,Other
OTT,3794,Personal,0,0,32,1,1,0,Other
PA,3370,Personal,0,0,25,1,1,1,Other
FT,10629,Personal,0,0,8,2,2,1,AU
OTT,10714,Business,0,0,3,2,1,0,AU
PA,3591,Personal,0,0,12,5,1,1,AU
PA,1396,Home_Loan,0,0,46,6,1,1,AU
PA,4276,Personal,4370,0,7,2,1,0,Other
FT,3623,Personal,0,0,1,6,1,0,Other
PA,154,Home_Loan,0,0,46,3,2,0,Other
FT,1264,Personal,0,0,4,2,1,0,AU
PA,3196,Personal,0,0,5,2,1,1,Other
PA,2314,Personal,0,0,3,3,2,0,Other
PA,2242,Personal,0,0,39,4,1,0,AU
PA,438,Business,0,0,8,3,1,1,AU
PA,10804,Personal,0,0,25,2,1,1,AU
FT,2193,Credit,0,0,40,6,1,0,NL
BPAY,490,Personal,0,0,5,1,2,0,Other
PA,153,Home_Loan,0,0,17,2,1,1,Other
OTT,6473,Business,0,0,21,2,1,0,AU
PA,433,Personal,0,0,4,4,2,0,Other
FT,10881,Personal,0,0,6,4,1,0,Other
PA,4327,Business,0,0,2,1,1,1,ZA
BPAY,3032,Personal,0,0,5,3,2,1,AU
PA,488,Home_Loan,0,0,4,3,1,0,Other
FT,903,Personal,0,0,5,5,1,1,Other
PA,1055,Personal,0,0,4,3,1,1,Other
FT,500,Personal,0,0,7,2,2,1,AU
PA,1070,Personal,0,0,3,1,2,1,Other
PA,4840,Home_Loan,4133,0,2,5,1,0,AU
PA,5287,Personal,0,0,47,2,1,0,Other
PA,7493,Personal,0,0,3,1,1,1,Other
PA,2660,Business,0,0,3,3,1,0,Other
PA,707,Personal,0,0,6,5,1,0,Other
PA,210,Home_Loan,0,0,4,2,1,0,Other
PA,3112,Personal,0,0,2,2,1,0,Other
OTT,2576,Personal,4854,0,41,6,1,0,AU
PA,724,Home_Loan,0,0,13,2,4,0,Other
FT,2526,Personal,0,0,6,1,1,1,Other
PA,1881,Home_Loan,0,0,2,2,1,1,Other
FT,560,Personal,0,0,6,1,1,1,Other
FT,8464,Personal,0,0,7,2,1,0,AU
PA,5335,Personal,0,0,2,2,2,0,AU
